Nr,sequence,image,x,y,z,theta_x,theta_y,theta_z
/06,2011_09_30_drive_0020,/001073,-1.871958,-5.914599,277.1894,0.005769896,0.023595329,-0.009554029
/06,2011_09_30_drive_0020,/001074,-1.860171,-5.940087,278.1217,0.004370366,0.021053064,-0.010588924
/06,2011_09_30_drive_0020,/001075,-1.850165,-5.965237,279.0549,0.002347916,0.018551214,-0.010670939
/06,2011_09_30_drive_0020,/001076,-1.84113,-5.989292,279.9822,0.000981332,0.016321425,-0.010830354
/06,2011_09_30_drive_0020,/001077,-1.834878,-6.011766,280.9067,0.000256514,0.014212198,-0.011074385
/06,2011_09_30_drive_0020,/001078,-1.829538,-6.033194,281.8284,-1.59E-05,0.012334753,-0.011471585
/06,2011_09_30_drive_0020,/001079,-1.824423,-6.05424,282.7472,9.75E-05,0.010722236,-0.010606238
/06,2011_09_30_drive_0020,/001080,-1.820378,-6.076007,283.6626,0.000574615,0.009278175,-0.010297816
/06,2011_09_30_drive_0020,/001081,-1.819188,-6.097253,284.5738,0.000832917,0.007812325,-0.01034265
/06,2011_09_30_drive_0020,/001082,-1.820078,-6.118356,285.4729,6.39E-05,0.006343102,-0.011121673
/06,2011_09_30_drive_0020,/001083,-1.821293,-6.140076,286.3559,-0.001015743,0.005087423,-0.011009414
/06,2011_09_30_drive_0020,/001084,-1.824665,-6.162957,287.2165,-0.000606518,0.00412499,-0.012258091
/06,2011_09_30_drive_0020,/001085,-1.831132,-6.186044,288.0602,0.001554899,0.003564335,-0.014719445
/06,2011_09_30_drive_0020,/001086,-1.835812,-6.20897,288.8905,0.004587205,0.003352315,-0.017254694
/06,2011_09_30_drive_0020,/001087,-1.838573,-6.232745,289.7169,0.006821219,0.003339957,-0.018911953
/06,2011_09_30_drive_0020,/001088,-1.841599,-6.257807,290.5416,0.007429754,0.00369895,-0.020619682
/06,2011_09_30_drive_0020,/001089,-1.843827,-6.281585,291.3657,0.007987784,0.004226073,-0.022590923
/06,2011_09_30_drive_0020,/001090,-1.844053,-6.305431,292.1857,0.008770585,0.005153776,-0.023741906
/06,2011_09_30_drive_0020,/001091,-1.843243,-6.332348,293.0004,0.009747302,0.006714856,-0.025685343
/06,2011_09_30_drive_0020,/001092,-1.840209,-6.360716,293.8122,0.010037994,0.008301921,-0.026876272
/06,2011_09_30_drive_0020,/001093,-1.836186,-6.387429,294.6199,0.008850495,0.009520133,-0.027841387
/06,2011_09_30_drive_0020,/001094,-1.829836,-6.414405,295.4284,0.006897332,0.010393107,-0.027366783
/06,2011_09_30_drive_0020,/001095,-1.823832,-6.440313,296.2317,0.004712942,0.010225788,-0.026217173
/06,2011_09_30_drive_0020,/001096,-1.81794,-6.46419,297.0309,0.002647933,0.008925739,-0.024982012
/06,2011_09_30_drive_0020,/001097,-1.814744,-6.486179,297.8283,0.001053075,0.007381182,-0.024218537
/06,2011_09_30_drive_0020,/001098,-1.812035,-6.506511,298.6243,0.000283519,0.005882241,-0.023367471
/06,2011_09_30_drive_0020,/001099,-1.809517,-6.524789,299.4226,-0.000816586,0.004430131,-0.022218465
/07,2011_09_30_drive_0027,/000000,5.55E-17,0,2.22E-16,3.56E-10,-1.70E-10,1.20E-11
/07,2011_09_30_drive_0027,/000001,-0.004596714,-0.002001524,0.09154274,-0.000311293,-0.006380558,-0.000500526
/07,2011_09_30_drive_0027,/000002,-0.01001116,-0.004359704,0.1857373,-0.000198406,-0.013406612,-0.001058857
/07,2011_09_30_drive_0027,/000003,-0.01753371,-0.006859665,0.2834672,0.000432686,-0.020930198,-0.001395812
/07,2011_09_30_drive_0027,/000004,-0.02863192,-0.00672666,0.38731,0.00185193,-0.030082928,-0.002081017
/07,2011_09_30_drive_0027,/000005,-0.04273697,-0.007303015,0.5011396,0.003634612,-0.041400367,-0.002381157
/07,2011_09_30_drive_0027,/000006,-0.06000009,-0.008065471,0.6279359,0.004596618,-0.054923226,-0.002397991
/07,2011_09_30_drive_0027,/000007,-0.08275693,-0.008995,0.7669396,0.004627208,-0.071028216,-0.002551489
/07,2011_09_30_drive_0027,/000008,-0.1090497,-0.01033982,0.9191805,0.004599685,-0.089687096,-0.001403233
/07,2011_09_30_drive_0027,/000009,-0.1415335,-0.01195088,1.081913,0.004546601,-0.109749289,-0.000141516
/07,2011_09_30_drive_0027,/000010,-0.1816057,-0.01604515,1.251378,0.00476507,-0.132020372,-0.000176083
/07,2011_09_30_drive_0027,/000011,-0.2325643,-0.02265364,1.425643,0.006556406,-0.156379386,-0.003949065
/07,2011_09_30_drive_0027,/000012,-0.293459,-0.03116429,1.60414,0.009253085,-0.182097923,-0.008957992
/07,2011_09_30_drive_0027,/000013,-0.3616512,-0.03933357,1.78864,0.010952814,-0.209375724,-0.013079418
/07,2011_09_30_drive_0027,/000014,-0.4366243,-0.04313507,1.979231,0.011934814,-0.239531678,-0.014416528
/07,2011_09_30_drive_0027,/000015,-0.5224919,-0.04573638,2.17302,0.012323374,-0.271316795,-0.016749885
/07,2011_09_30_drive_0027,/000016,-0.620094,-0.04902232,2.368741,0.012469356,-0.304521467,-0.019512709
/07,2011_09_30_drive_0027,/000017,-0.7248452,-0.05140743,2.565689,0.012760511,-0.340027053,-0.021999405
/07,2011_09_30_drive_0027,/000018,-0.8394934,-0.05397789,2.758285,0.014375061,-0.375628748,-0.025643578
/07,2011_09_30_drive_0027,/000019,-0.9687591,-0.05101001,2.950416,0.01618068,-0.41168235,-0.029978426
/07,2011_09_30_drive_0027,/000020,-1.103633,-0.04676236,3.142085,0.017242854,-0.450058493,-0.031835054
/07,2011_09_30_drive_0027,/000021,-1.242764,-0.04292676,3.333105,0.017682795,-0.490823659,-0.028846561
/07,2011_09_30_drive_0027,/000022,-1.392475,-0.04238966,3.523028,0.016634805,-0.534168312,-0.023981679
/07,2011_09_30_drive_0027,/000023,-1.564446,-0.04491985,3.706267,0.015291424,-0.580822536,-0.025240787
/07,2011_09_30_drive_0027,/000024,-1.761568,-0.04899414,3.880703,0.016430348,-0.631059901,-0.033399723
/07,2011_09_30_drive_0027,/000025,-1.969361,-0.05141144,4.049498,0.019215958,-0.683505449,-0.038995068
/07,2011_09_30_drive_0027,/000026,-2.187835,-0.05358748,4.215884,0.021667287,-0.73813889,-0.041624436
/07,2011_09_30_drive_0027,/000027,-2.415527,-0.05318918,4.382391,0.017908196,-0.794959104,-0.035795447
/07,2011_09_30_drive_0027,/000028,-2.663146,-0.05287039,4.540774,0.014544703,-0.852927913,-0.03054601
/07,2011_09_30_drive_0027,/000029,-2.929115,-0.05283789,4.68768,0.011694071,-0.910421583,-0.028546857
/07,2011_09_30_drive_0027,/000030,-3.215512,-0.0513893,4.824434,0.008632169,-0.96952695,-0.02741049
/07,2011_09_30_drive_0027,/000031,-3.517839,-0.04877551,4.948178,0.006937071,-1.029905369,-0.026847969
/07,2011_09_30_drive_0027,/000032,-3.836955,-0.04505658,5.057271,0.006420633,-1.09007651,-0.028367283
/07,2011_09_30_drive_0027,/000033,-4.17713,-0.03878842,5.153468,0.005079824,-1.150211416,-0.029467535
/07,2011_09_30_drive_0027,/000034,-4.534335,-0.03325067,5.233794,0.006874351,-1.210001893,-0.033286607
/07,2011_09_30_drive_0027,/000035,-4.911075,-0.02945435,5.302451,0.001368812,-1.268306866,-0.03130194
/07,2011_09_30_drive_0027,/000036,-5.299329,-0.02697748,5.360943,-0.011134035,-1.324309457,-0.021473954
/07,2011_09_30_drive_0027,/000037,-5.701357,-0.02303083,5.401694,-0.021581785,-1.376756473,-0.01143697
/07,2011_09_30_drive_0027,/000038,-6.122091,-0.01604266,5.42129,-0.006191233,-1.425126018,-0.027504902
/07,2011_09_30_drive_0027,/000039,-6.558994,-0.005757046,5.427674,0.026342547,-1.468371663,-0.060135088
/07,2011_09_30_drive_0027,/000040,-7.009091,0.006191584,5.424017,0.082910588,-1.506544179,-0.115262623
/07,2011_09_30_drive_0027,/000041,-7.473426,0.01625113,5.410697,0.19102136,-1.54102156,-0.220855302
/07,2011_09_30_drive_0027,/000042,-7.950411,0.02306424,5.389282,1.987769779,-1.564462773,-2.015041649
/07,2011_09_30_drive_0027,/000043,-8.444612,0.03066422,5.353644,2.905753317,-1.540475312,-2.931369136
/07,2011_09_30_drive_0027,/000044,-8.953007,0.04057477,5.310729,2.985106787,-1.519401349,-3.008442932
/07,2011_09_30_drive_0027,/000045,-9.480377,0.05248992,5.263869,3.023715715,-1.50310124,-3.045725394
/07,2011_09_30_drive_0027,/000046,-10.02302,0.06141731,5.211227,3.05292807,-1.489922877,-3.07539312
/07,2011_09_30_drive_0027,/000047,-10.57921,0.06596199,5.153075,3.046869321,-1.479993901,-3.071096395
/07,2011_09_30_drive_0027,/000048,-11.15274,0.06936405,5.08836,3.027861802,-1.473006681,-3.053807672
/07,2011_09_30_drive_0027,/000049,-11.73941,0.07855473,5.02588,3.030600602,-1.468444822,-3.057441643
/07,2011_09_30_drive_0027,/000050,-12.34412,0.09123047,4.964841,3.055600054,-1.466928555,-3.082551069
/07,2011_09_30_drive_0027,/000051,-12.96427,0.1026715,4.901812,3.074665583,-1.467711381,-3.103496285
/07,2011_09_30_drive_0027,/000052,-13.60015,0.1095163,4.835681,3.064605142,-1.469159502,-3.096276789
/07,2011_09_30_drive_0027,/000053,-14.25164,0.1178242,4.767225,3.038763619,-1.470876343,-3.070932892
/07,2011_09_30_drive_0027,/000054,-14.91341,0.1296149,4.697363,3.022742418,-1.472380323,-3.052126534
/07,2011_09_30_drive_0027,/000055,-15.59372,0.1450798,4.629999,3.01782722,-1.473575861,-3.046996287
/07,2011_09_30_drive_0027,/000056,-16.29098,0.1622254,4.563302,3.018994809,-1.475168941,-3.050442066
/07,2011_09_30_drive_0027,/000057,-17.00478,0.1770188,4.49463,3.003994594,-1.476919006,-3.038927946
/07,2011_09_30_drive_0027,/000058,-17.73322,0.1905594,4.426532,2.986714443,-1.478605889,-3.024871684
/07,2011_09_30_drive_0027,/000059,-18.47183,0.2092753,4.359249,2.972355628,-1.480253437,-3.009385902
/07,2011_09_30_drive_0027,/000060,-19.22427,0.2305555,4.290984,2.947204697,-1.48177181,-2.981401929
/07,2011_09_30_drive_0027,/000061,-19.98833,0.2503189,4.223122,2.929932087,-1.483094711,-2.963259541
/07,2011_09_30_drive_0027,/000062,-20.7731,0.2703516,4.161929,2.954558363,-1.485200018,-2.99011209
/07,2011_09_30_drive_0027,/000063,-21.56448,0.2880249,4.100217,2.978352451,-1.486719582,-3.015989804
/07,2011_09_30_drive_0027,/000064,-22.36419,0.3062236,4.035961,2.983197573,-1.488166008,-3.023131165
/07,2011_09_30_drive_0027,/000065,-23.16415,0.3216152,3.971019,2.985437604,-1.488861889,-3.021227114
/07,2011_09_30_drive_0027,/000066,-23.9695,0.3342058,3.90897,3.008323388,-1.489514761,-3.036605549
/07,2011_09_30_drive_0027,/000067,-24.78947,0.3492536,3.849052,3.055857951,-1.489866656,-3.07931264
/07,2011_09_30_drive_0027,/000068,-25.61886,0.3615096,3.786079,3.075781224,-1.489456828,-3.098685239
/07,2011_09_30_drive_0027,/000069,-26.46136,0.3717697,3.716343,3.054675736,-1.489595851,-3.086204489
/07,2011_09_30_drive_0027,/000070,-27.30755,0.3854991,3.644752,3.033897267,-1.489184253,-3.072324164
/07,2011_09_30_drive_0027,/000071,-28.15287,0.4028815,3.569541,3.004487368,-1.488691998,-3.048843068
/07,2011_09_30_drive_0027,/000072,-28.99762,0.4194172,3.492898,2.982465165,-1.488118131,-3.027677749
/07,2011_09_30_drive_0027,/000073,-29.83721,0.4370064,3.41846,2.982709541,-1.487680221,-3.02460046
/07,2011_09_30_drive_0027,/000074,-30.67424,0.4566603,3.346046,2.988805482,-1.487253596,-3.027397911
/07,2011_09_30_drive_0027,/000075,-31.51586,0.4763855,3.27199,2.969202864,-1.487075188,-3.009029742
/07,2011_09_30_drive_0027,/000076,-32.35442,0.4917256,3.198821,2.953192363,-1.48711383,-2.995800198
/07,2011_09_30_drive_0027,/000077,-33.19517,0.5076454,3.123626,2.943855951,-1.486961196,-2.985371987
/07,2011_09_30_drive_0027,/000078,-34.02626,0.5241899,3.051261,2.939528176,-1.487244054,-2.97589055
/07,2011_09_30_drive_0027,/000079,-34.86004,0.5386702,2.980358,2.928894543,-1.48738862,-2.960675957
/07,2011_09_30_drive_0027,/000080,-35.69639,0.550032,2.910621,2.927087304,-1.487815165,-2.959390143
/07,2011_09_30_drive_0027,/000081,-36.53345,0.5579548,2.843137,2.93388309,-1.488739269,-2.968991568
/07,2011_09_30_drive_0027,/000082,-37.37375,0.5707777,2.77507,2.934683976,-1.489287071,-2.974299271
/07,2011_09_30_drive_0027,/000083,-38.21476,0.5878615,2.706985,2.93769493,-1.490043946,-2.982792234
/07,2011_09_30_drive_0027,/000084,-39.04918,0.6055646,2.638855,2.932796016,-1.489872106,-2.981841824
/07,2011_09_30_drive_0027,/000085,-39.88167,0.6246496,2.572257,2.936767108,-1.490197376,-2.98520383
/07,2011_09_30_drive_0027,/000086,-40.71171,0.6464858,2.504806,2.941380342,-1.490390997,-2.98628723
/07,2011_09_30_drive_0027,/000087,-41.5384,0.6640169,2.436154,2.936301438,-1.49065106,-2.976550859
/07,2011_09_30_drive_0027,/000088,-42.3652,0.6807227,2.363072,2.889625615,-1.490244401,-2.927260168
/07,2011_09_30_drive_0027,/000089,-43.19143,0.6977483,2.290205,2.853670972,-1.488992933,-2.889253606
/07,2011_09_30_drive_0027,/000090,-44.01519,0.7092788,2.223683,2.872471244,-1.488681982,-2.906476835
/07,2011_09_30_drive_0027,/000091,-44.83883,0.7206987,2.160908,2.923705071,-1.488264377,-2.954194752
/07,2011_09_30_drive_0027,/000092,-45.66121,0.7331961,2.096619,2.977718727,-1.48826267,-3.005901402
/07,2011_09_30_drive_0027,/000093,-46.48335,0.7434451,2.028253,2.987784921,-1.486759129,-3.019206888
/07,2011_09_30_drive_0027,/000094,-47.30744,0.7534145,1.959122,3.005131758,-1.485212617,-3.043237653
/07,2011_09_30_drive_0027,/000095,-48.12333,0.7646921,1.890493,3.027100048,-1.483629789,-3.069180675
/07,2011_09_30_drive_0027,/000096,-48.93314,0.7767209,1.820295,3.04069682,-1.481968903,-3.08159283
/07,2011_09_30_drive_0027,/000097,-49.73553,0.7874193,1.740695,3.00146042,-1.480614394,-3.039256305
/07,2011_09_30_drive_0027,/000098,-50.53252,0.7989932,1.659366,2.961991234,-1.478811109,-2.995813473
/07,2011_09_30_drive_0027,/000099,-51.32871,0.8126433,1.575304,2.919408632,-1.476948358,-2.951740091
/07,2011_09_30_drive_0027,/000100,-52.12276,0.8219496,1.493752,2.896660751,-1.475526233,-2.93042551
/07,2011_09_30_drive_0027,/000101,-52.9159,0.8317695,1.416807,2.901853162,-1.4746887,-2.937229889
/07,2011_09_30_drive_0027,/000102,-53.70196,0.8419538,1.337479,2.886088477,-1.473396509,-2.921096584
/07,2011_09_30_drive_0027,/000103,-54.484,0.8494927,1.258994,2.876835305,-1.472583095,-2.911727373
/07,2011_09_30_drive_0027,/000104,-55.26303,0.8601357,1.184702,2.890905493,-1.472383391,-2.927351124
/07,2011_09_30_drive_0027,/000105,-56.03808,0.8696735,1.110756,2.901159863,-1.472333656,-2.940164662
/07,2011_09_30_drive_0027,/000106,-56.81074,0.8820234,1.032637,2.89102081,-1.472214937,-2.934504076
/07,2011_09_30_drive_0027,/000107,-57.5746,0.8957003,0.956539,2.89009971,-1.471761432,-2.936078741
/07,2011_09_30_drive_0027,/000108,-58.33039,0.9106542,0.883063,2.896076041,-1.471141909,-2.941891746
/07,2011_09_30_drive_0027,/000109,-59.07759,0.9234551,0.8100074,2.905346393,-1.470837046,-2.949345747
/07,2011_09_30_drive_0027,/000110,-59.8104,0.9337799,0.7359683,2.911444727,-1.470802558,-2.951885891
/07,2011_09_30_drive_0027,/000111,-60.53658,0.9432177,0.6623665,2.911864285,-1.470797129,-2.949652986
/07,2011_09_30_drive_0027,/000112,-61.24548,0.9508013,0.5919478,2.906654441,-1.47191833,-2.941936959
/07,2011_09_30_drive_0027,/000113,-61.94033,0.9565112,0.5237598,2.881625364,-1.473723651,-2.916173328
/07,2011_09_30_drive_0027,/000114,-62.62022,0.960729,0.4617179,2.860963067,-1.47721389,-2.896619415
/07,2011_09_30_drive_0027,/000115,-63.28551,0.9654748,0.4088407,2.853272834,-1.483138487,-2.889967718
/07,2011_09_30_drive_0027,/000116,-63.93546,0.9696725,0.3622951,2.839398936,-1.490232277,-2.877716274
/07,2011_09_30_drive_0027,/000117,-64.57047,0.974213,0.3201877,2.793428069,-1.498227288,-2.833079061
/07,2011_09_30_drive_0027,/000118,-65.18991,0.9801827,0.2859581,2.698501508,-1.508658869,-2.739776528
/07,2011_09_30_drive_0027,/000119,-65.79136,0.9882448,0.2627668,2.528998147,-1.520048182,-2.571750552
/07,2011_09_30_drive_0027,/000120,-66.37563,0.9966522,0.2555668,2.223137173,-1.532896494,-2.26698086
/07,2011_09_30_drive_0027,/000121,-66.93703,1.003712,0.2646196,1.609416653,-1.540385299,-1.653731594
/07,2011_09_30_drive_0027,/000122,-67.47673,1.009213,0.2941699,0.876346211,-1.532957517,-0.921038414
/07,2011_09_30_drive_0027,/000123,-67.99052,1.013813,0.3455598,0.460739146,-1.511753904,-0.504467782
/07,2011_09_30_drive_0027,/000124,-68.48214,1.016477,0.4164808,0.268199915,-1.480994329,-0.311679838
/07,2011_09_30_drive_0027,/000125,-68.95412,1.019824,0.5048813,0.172159396,-1.444801088,-0.215435833
/07,2011_09_30_drive_0027,/000126,-69.40376,1.021543,0.6110892,0.119814663,-1.404879803,-0.162477678
/07,2011_09_30_drive_0027,/000127,-69.84846,1.023928,0.7419667,0.08001774,-1.359842691,-0.123456605
/07,2011_09_30_drive_0027,/000128,-70.27047,1.024337,0.8955753,0.048094538,-1.311289714,-0.090689983
/07,2011_09_30_drive_0027,/000129,-70.68171,1.023888,1.080744,0.012642806,-1.260136742,-0.051451068
/07,2011_09_30_drive_0027,/000130,-71.06861,1.025888,1.285746,-0.006204146,-1.206521329,-0.028332007
/07,2011_09_30_drive_0027,/000131,-71.45144,1.032362,1.51356,-0.019587776,-1.150534692,-0.011020292
/07,2011_09_30_drive_0027,/000132,-71.81419,1.040291,1.753829,-0.020622689,-1.093931338,-0.009549938
/07,2011_09_30_drive_0027,/000133,-72.17075,1.045549,2.013647,-0.023512773,-1.039198625,-0.00627534
/07,2011_09_30_drive_0027,/000134,-72.50742,1.049184,2.296944,-0.035831793,-0.986009295,0.007249613
/07,2011_09_30_drive_0027,/000135,-72.81071,1.052187,2.601772,-0.05212765,-0.932454652,0.026012337
/07,2011_09_30_drive_0027,/000136,-73.10855,1.052214,2.908665,-0.049566743,-0.878422462,0.027632559
/07,2011_09_30_drive_0027,/000137,-73.38524,1.051991,3.220823,-0.037282382,-0.82368327,0.021172326
/07,2011_09_30_drive_0027,/000138,-73.65932,1.056081,3.554385,-0.021042032,-0.767039592,0.015758511
/07,2011_09_30_drive_0027,/000139,-73.91333,1.058753,3.91127,-0.006859209,-0.708417673,0.009365001
/07,2011_09_30_drive_0027,/000140,-74.16588,1.057855,4.300551,-0.002057765,-0.648915623,0.007288026
/07,2011_09_30_drive_0027,/000141,-74.40171,1.057076,4.71851,0.000235941,-0.589773028,0.007927885
/07,2011_09_30_drive_0027,/000142,-74.61515,1.053457,5.155827,0.005134899,-0.531382277,0.004772636
/07,2011_09_30_drive_0027,/000143,-74.8256,1.044844,5.623155,0.004078544,-0.476415864,0.003562303
/07,2011_09_30_drive_0027,/000144,-75.01816,1.038119,6.110247,0.005721762,-0.426568773,-0.002492112
/07,2011_09_30_drive_0027,/000145,-75.20557,1.035836,6.618096,0.009593189,-0.380909014,-0.007984874
/07,2011_09_30_drive_0027,/000146,-75.37989,1.030282,7.151976,0.009886065,-0.341398054,-0.012136212
/07,2011_09_30_drive_0027,/000147,-75.5393,1.020134,7.706095,0.007303957,-0.308838486,-0.012542063
/07,2011_09_30_drive_0027,/000148,-75.69196,1.010452,8.281091,0.005136606,-0.283139682,-0.010595407
/07,2011_09_30_drive_0027,/000149,-75.83698,1.004688,8.874404,0.002679825,-0.260790493,-0.009652674
/07,2011_09_30_drive_0027,/000150,-75.98069,0.9966334,9.486418,9.77E-05,-0.241690868,-0.011670289
/07,2011_09_30_drive_0027,/000151,-76.12225,0.9889481,10.1122,-4.23E-05,-0.225671919,-0.015555927
/07,2011_09_30_drive_0027,/000152,-76.25804,0.9812746,10.75522,-0.001425636,-0.211588668,-0.019836484
/07,2011_09_30_drive_0027,/000153,-76.37903,0.9768095,11.41499,-0.001663712,-0.198017433,-0.018098826
/07,2011_09_30_drive_0027,/000154,-76.49294,0.973449,12.0915,-0.001630633,-0.183995621,-0.018006721
/07,2011_09_30_drive_0027,/000155,-76.60203,0.9705966,12.78422,-0.002296647,-0.169097206,-0.018247703
/07,2011_09_30_drive_0027,/000156,-76.70271,0.9650851,13.49407,-0.00279204,-0.154473004,-0.019425745
/07,2011_09_30_drive_0027,/000157,-76.79658,0.9546485,14.2125,-0.000486727,-0.141421933,-0.019797426
/07,2011_09_30_drive_0027,/000158,-76.88462,0.9437305,14.94545,0.003939605,-0.129894068,-0.021697285
/07,2011_09_30_drive_0027,/000159,-76.96463,0.9352274,15.68785,0.010550042,-0.119967158,-0.019717688
/07,2011_09_30_drive_0027,/000160,-77.04091,0.9267552,16.44684,0.011609786,-0.11163472,-0.0191835
/07,2011_09_30_drive_0027,/000161,-77.11873,0.9133109,17.21856,0.005134368,-0.104769563,-0.020259276
/07,2011_09_30_drive_0027,/000162,-77.19881,0.8975356,17.99359,-0.002866033,-0.099617688,-0.024020134
/07,2011_09_30_drive_0027,/000163,-77.27201,0.885944,18.76754,-0.008146867,-0.095340005,-0.024698676
/07,2011_09_30_drive_0027,/000164,-77.33723,0.87656,19.53401,-0.006392832,-0.091849497,-0.022852227
/07,2011_09_30_drive_0027,/000165,-77.40244,0.867371,20.30151,-0.005442933,-0.088539942,-0.023186422
/07,2011_09_30_drive_0027,/000166,-77.46374,0.8595219,21.07246,-0.007510986,-0.085659215,-0.021451531
/07,2011_09_30_drive_0027,/000167,-77.52113,0.8514204,21.84296,-0.010632162,-0.083216092,-0.019324289
/07,2011_09_30_drive_0027,/000168,-77.5734,0.8408161,22.61434,-0.012977367,-0.080094281,-0.01679221
/07,2011_09_30_drive_0027,/000169,-77.6221,0.8279106,23.37766,-0.010219201,-0.077271652,-0.016283526
/07,2011_09_30_drive_0027,/000170,-77.67675,0.8191268,24.13827,-0.002326755,-0.075181185,-0.019382091
/07,2011_09_30_drive_0027,/000171,-77.7342,0.8046718,24.89811,0.005407774,-0.073453526,-0.020449583
/07,2011_09_30_drive_0027,/000172,-77.78961,0.7903154,25.65478,0.010298322,-0.072173864,-0.021379954
/07,2011_09_30_drive_0027,/000173,-77.84614,0.7739409,26.42191,0.008451375,-0.070237589,-0.023082549
/07,2011_09_30_drive_0027,/000174,-77.90878,0.7508496,27.18067,0.004888172,-0.067923684,-0.025776959
/07,2011_09_30_drive_0027,/000175,-77.96897,0.7293732,27.93923,-0.000445507,-0.065786259,-0.029255337
/07,2011_09_30_drive_0027,/000176,-78.02007,0.713706,28.692,-0.002364794,-0.063546481,-0.027113561
/07,2011_09_30_drive_0027,/000177,-78.06469,0.6969693,29.44067,-0.002256105,-0.062431671,-0.02400573
/07,2011_09_30_drive_0027,/000178,-78.1097,0.6798769,30.19277,-0.002940475,-0.061597918,-0.022060825
/07,2011_09_30_drive_0027,/000179,-78.15548,0.6647429,30.94569,-0.00135064,-0.060339788,-0.022185431
/07,2011_09_30_drive_0027,/000180,-78.1981,0.6476766,31.7013,0.000659593,-0.059729479,-0.020157219
/07,2011_09_30_drive_0027,/000181,-78.24233,0.6301632,32.46413,2.34E-06,-0.059081046,-0.018540008
/07,2011_09_30_drive_0027,/000182,-78.29498,0.6149092,33.23079,-0.000385783,-0.058207211,-0.021554892
/07,2011_09_30_drive_0027,/000183,-78.34624,0.5990528,34.00093,0.000564627,-0.058176189,-0.021490328
/07,2011_09_30_drive_0027,/000184,-78.39928,0.5789981,34.77685,0.000635393,-0.059931228,-0.021632442
/07,2011_09_30_drive_0027,/000185,-78.44974,0.5641545,35.56152,-4.42E-05,-0.062052562,-0.019120433
/07,2011_09_30_drive_0027,/000186,-78.50718,0.5473641,36.34754,0.00061662,-0.065124223,-0.020158946
/07,2011_09_30_drive_0027,/000187,-78.57152,0.5285291,37.14347,0.000571026,-0.06813306,-0.024062787
/07,2011_09_30_drive_0027,/000188,-78.63617,0.5110168,37.93752,0.004876664,-0.07066237,-0.025881741
/07,2011_09_30_drive_0027,/000189,-78.7004,0.4940833,38.73523,0.00988441,-0.073221948,-0.026111205
/07,2011_09_30_drive_0027,/000190,-78.7627,0.4825696,39.54602,0.01077288,-0.075132537,-0.025017831
/07,2011_09_30_drive_0027,/000191,-78.82862,0.4646182,40.36454,0.009664362,-0.077316528,-0.025950158
/07,2011_09_30_drive_0027,/000192,-78.89593,0.4461482,41.19468,0.008270404,-0.079511328,-0.025185334
/07,2011_09_30_drive_0027,/000193,-78.95989,0.4339025,42.03064,0.007037434,-0.081479496,-0.02320773
/07,2011_09_30_drive_0027,/000194,-79.02897,0.420782,42.87429,0.003267328,-0.082612101,-0.022491205
/07,2011_09_30_drive_0027,/000195,-79.10034,0.4039919,43.72474,-0.001437099,-0.08358105,-0.021714834
/07,2011_09_30_drive_0027,/000196,-79.1713,0.3888969,44.57894,-0.004250199,-0.083155818,-0.021484726
/07,2011_09_30_drive_0027,/000197,-79.24668,0.3756583,45.43863,-0.00388299,-0.081035212,-0.02505168
/07,2011_09_30_drive_0027,/000198,-79.31863,0.3639286,46.2992,-0.002711954,-0.079166349,-0.025178361
/07,2011_09_30_drive_0027,/000199,-79.38492,0.3498958,47.16296,-0.000618705,-0.077577898,-0.023004582
/07,2011_09_30_drive_0027,/000200,-79.44527,0.3344377,48.03166,0.000932937,-0.075997777,-0.019007574
/07,2011_09_30_drive_0027,/000201,-79.50861,0.3209956,48.90207,0.000886346,-0.074086333,-0.017562045
/07,2011_09_30_drive_0027,/000202,-79.57376,0.3027919,49.77895,-0.001588437,-0.073016634,-0.015700497
/07,2011_09_30_drive_0027,/000203,-79.63392,0.2867505,50.6563,-0.004571686,-0.072399342,-0.012374973
/07,2011_09_30_drive_0027,/000204,-79.69742,0.2720427,51.52945,-0.005002671,-0.071533799,-0.011306476
/07,2011_09_30_drive_0027,/000205,-79.76468,0.2574406,52.39664,-0.002392913,-0.070467548,-0.013192994
/07,2011_09_30_drive_0027,/000206,-79.83358,0.2408602,53.2548,0.003626838,-0.069720318,-0.01623372
/07,2011_09_30_drive_0027,/000207,-79.90039,0.2201002,54.1135,0.00904507,-0.068640455,-0.018289526
/07,2011_09_30_drive_0027,/000208,-79.96964,0.1922996,54.96562,0.015889231,-0.0678075,-0.023296339
/07,2011_09_30_drive_0027,/000209,-80.03259,0.1649343,55.81906,0.01675593,-0.066744581,-0.023995836
/07,2011_09_30_drive_0027,/000210,-80.09273,0.1408072,56.67063,0.011553922,-0.066666742,-0.020134533
/07,2011_09_30_drive_0027,/000211,-80.15558,0.1161116,57.52689,0.000672865,-0.0672238,-0.019099828
/07,2011_09_30_drive_0027,/000212,-80.22244,0.09233457,58.37775,-0.008231861,-0.06847005,-0.019873633
/07,2011_09_30_drive_0027,/000213,-80.28086,0.07510008,59.2131,-0.004598421,-0.071065699,-0.016045828
/07,2011_09_30_drive_0027,/000214,-80.33871,0.05914325,60.04264,-0.001662953,-0.073310779,-0.010148834
/07,2011_09_30_drive_0027,/000215,-80.40305,0.04000654,60.87223,-0.000869477,-0.075962381,-0.009774016
